step,customer_id,age,gender,region,merchant,transaction_type,category,amount,fraud
54,4612,6,2,0,48,0,18,18.72885506600141,0
55,4612,6,2,0,49,0,18,1797.8781461715698,0
56,4612,6,2,0,49,0,18,238.69259282946587,-1
57,4612,6,2,0,49,0,18,556.374080479145,-1
58,4612,6,2,0,48,0,18,0.0,0
59,4612,6,2,0,49,0,18,0.0,-1
60,4612,6,2,0,49,0,18,0.0,0
61,4612,6,2,0,49,0,18,0.0,0
62,4612,6,2,0,49,0,18,0.0,0
63,4612,6,2,0,49,0,18,0.0,-1
64,4612,6,2,0,48,0,18,0.0,0
65,4612,6,2,0,49,0,18,0.0,-1
66,4612,6,2,0,48,0,17,110.51141656935216,0
67,4612,6,2,0,48,0,17,0.0,0
68,4612,6,2,0,49,0,18,0.0,-1
69,4612,6,2,0,49,0,18,0.0,-1
70,4612,6,2,0,49,0,18,0.0,0
71,4612,6,2,0,48,0,18,51.74290854483843,0
72,4612,6,2,0,48,0,17,116.50389991700648,0
73,4612,6,2,0,49,0,18,1567.5361454486847,-1
74,4612,6,2,0,49,0,18,0.0,0
75,4612,6,2,0,49,0,18,0.0,0
76,4612,6,2,0,49,0,18,0.0,0
77,4612,6,2,0,48,0,18,0.0,0
78,4612,6,2,0,49,0,18,0.0,0
79,4612,6,2,0,48,0,18,484.8521947860718,0
80,4612,6,2,0,48,0,17,0.0,0
81,4612,6,2,0,49,0,18,0.0,0
82,4612,6,2,0,49,0,18,0.0,0
83,4612,6,2,0,49,0,18,1093.8191413879397,-1
84,4612,6,2,0,49,0,18,0.0,0
85,4612,6,2,0,49,0,18,1030.7861119508743,0
86,4612,6,2,0,49,0,18,2630.2459836006165,-1
87,4612,6,2,0,49,0,18,1323.2193887233734,0
88,4612,6,2,0,49,0,18,739.6653294563293,0
89,4612,6,2,0,49,0,18,0.0,0
90,4612,6,2,0,49,0,18,710.548534989357,0
91,4612,6,2,0,48,0,17,0.0,0
92,4612,6,2,0,49,0,18,0.0,0
93,4612,6,2,0,48,0,18,435.0967705249786,0
94,4612,6,2,0,48,0,18,0.0,0
95,4612,6,2,0,49,0,18,0.0,-1
96,4612,6,2,0,49,0,18,710.6708735227585,0
97,4612,6,2,0,49,0,18,0.0,-1
98,4612,6,2,0,49,0,18,0.0,-1
99,4612,6,2,0,48,0,17,0.0,0
100,4612,6,2,0,49,0,18,39.00617826730013,0
101,4612,6,2,0,49,0,18,0.0,0
102,4612,6,2,0,49,0,18,1529.8780798912048,0
103,4612,6,2,0,49,0,18,0.0,-1
104,4612,6,2,0,49,0,18,0.0,0
105,4612,6,2,0,49,0,18,0.0,0
106,4612,6,2,0,49,0,18,1813.733279705048,-1
107,4612,6,2,0,49,0,18,0.0,0
108,4612,6,2,0,49,0,18,0.0,-1
109,4612,6,2,0,49,0,18,0.0,-1
110,4612,6,2,0,48,0,17,0.0,0
111,4612,6,2,0,49,0,18,817.4131810665131,-1
112,4612,6,2,0,49,0,18,0.0,0
113,4612,6,2,0,48,0,17,0.0,0
114,4612,6,2,0,49,0,18,0.0,0
115,4612,6,2,0,49,0,18,2353.629469871521,0
116,4612,6,2,0,49,0,18,2511.2074613571167,-1
117,4612,6,2,0,48,0,18,0.0,0
118,4612,6,2,0,48,0,17,0.0,0
119,4612,6,2,0,49,0,18,229.62305694818497,0
120,4612,6,2,0,49,0,18,0.0,-1
121,4612,6,2,0,49,0,18,0.0,0
122,4612,6,2,0,49,0,18,0.0,0
123,4612,6,2,0,49,0,18,0.0,-1
124,4612,6,2,0,49,0,18,0.0,0
125,4612,6,2,0,49,0,18,0.0,-1
126,4612,6,2,0,49,0,18,0.0,-1
127,4612,6,2,0,49,0,18,0.0,0
128,4612,6,2,0,49,0,18,0.0,-1
129,4612,6,2,0,49,0,18,1058.681458234787,0
130,4612,6,2,0,49,0,18,0.0,0
131,4612,6,2,0,48,0,17,429.1560128331184,0
132,4612,6,2,0,49,0,18,0.0,0
133,4612,6,2,0,49,0,18,0.0,-1
134,4612,6,2,0,49,0,18,0.0,0
135,4612,6,2,0,49,0,18,0.0,0
136,4612,6,2,0,49,0,18,0.0,-1
137,4612,6,2,0,49,0,18,0.0,0
138,4612,6,2,0,48,0,18,0.0,0
139,4612,6,2,0,49,0,18,0.0,0
140,4612,6,2,0,49,0,18,0.0,-1
141,4612,6,2,0,48,0,18,0.0,0
0,4613,7,3,0,49,0,18,0.0,0
1,4613,7,3,0,49,0,18,0.0,0
2,4613,7,3,0,49,0,18,0.0,0
3,4613,7,3,0,49,0,18,0.0,0
4,4613,7,3,0,49,0,18,1677.793115377426,-1
5,4613,7,3,0,49,0,18,0.0,0
6,4613,7,3,0,48,0,18,0.0,0
7,4613,7,3,0,48,0,17,267.8932249546051,0
8,4613,7,3,0,48,0,17,0.0,0
9,4613,7,3,0,48,0,18,0.0,0
10,4613,7,3,0,48,0,18,1040.46568274498,0
11,4613,7,3,0,49,0,18,1530.9114754199982,-1
12,4613,7,3,0,49,0,18,0.0,-1
13,4613,7,3,0,48,0,17,0.0,0
14,4613,7,3,0,49,0,18,0.0,0
15,4613,7,3,0,49,0,18,0.0,-1
16,4613,7,3,0,49,0,18,197.17540591955185,0
17,4613,7,3,0,49,0,18,0.0,0
18,4613,7,3,0,49,0,18,0.0,-1
19,4613,7,3,0,48,0,18,1290.3419137001038,0
20,4613,7,3,0,49,0,18,0.0,0
21,4613,7,3,0,48,0,17,0.0,0
22,4613,7,3,0,48,0,18,0.0,0
23,4613,7,3,0,49,0,18,0.0,0
24,4613,7,3,0,49,0,18,0.0,0
25,4613,7,3,0,49,0,18,0.0,-1
26,4613,7,3,0,49,0,18,1162.620335817337,-1
27,4613,7,3,0,48,0,17,0.0,0
28,4613,7,3,0,49,0,18,0.0,-1
29,4613,7,3,0,48,0,17,0.0,0
30,4613,7,3,0,48,0,18,0.0,0
31,4613,7,3,0,49,0,18,0.0,-1
32,4613,7,3,0,49,0,18,0.0,0
33,4613,7,3,0,49,0,18,2014.490216970444,0
34,4613,7,3,0,48,0,18,0.0,0
35,4613,7,3,0,48,0,18,1078.597456216812,0
36,4613,7,3,0,48,0,18,0.0,0
37,4613,7,3,0,49,0,18,157.54636377096176,-1
38,4613,7,3,0,49,0,18,0.0,0
39,4613,7,3,0,49,0,18,2447.409331798553,-1
40,4613,7,3,0,48,0,18,938.6951476335526,0
41,4613,7,3,0,49,0,18,0.0,0
42,4613,7,3,0,48,0,17,747.2802698612213,0
43,4613,7,3,0,49,0,18,582.6592817902565,0
44,4613,7,3,0,49,0,18,1102.8438806533811,0
45,4613,7,3,0,49,0,18,0.0,0
46,4613,7,3,0,49,0,18,0.0,0
47,4613,7,3,0,49,0,18,0.0,-1
48,4613,7,3,0,49,0,18,0.0,0
49,4613,7,3,0,48,0,18,420.2985391020775,0
50,4613,7,3,0,48,0,18,0.0,0
51,4613,7,3,0,49,0,18,0.0,0
52,4613,7,3,0,48,0,18,0.0,0
53,4613,7,3,0,48,0,18,0.0,0
54,4613,7,3,0,49,0,18,0.0,0
55,4613,7,3,0,49,0,18,0.0,-1
56,4613,7,3,0,48,0,18,0.0,0
57,4613,7,3,0,49,0,18,355.224572122097,0
58,4613,7,3,0,49,0,18,0.0,-1
59,4613,7,3,0,49,0,18,0.0,-1
60,4613,7,3,0,48,0,17,0.0,0
61,4613,7,3,0,49,0,18,0.0,0
62,4613,7,3,0,49,0,18,0.0,-1
63,4613,7,3,0,49,0,18,1983.0933213233948,0
64,4613,7,3,0,48,0,17,0.0,0
65,4613,7,3,0,49,0,18,0.0,-1
66,4613,7,3,0,49,0,18,0.0,0
67,4613,7,3,0,49,0,18,0.0,-1
68,4613,7,3,0,49,0,18,1580.4554522037506,-1
69,4613,7,3,0,48,0,17,0.0,0
70,4613,7,3,0,49,0,18,0.0,0
71,4613,7,3,0,49,0,18,662.5491380691528,0
72,4613,7,3,0,49,0,18,0.0,-1
73,4613,7,3,0,49,0,18,1162.9417538642883,-1
74,4613,7,3,0,49,0,18,0.0,-1
75,4613,7,3,0,49,0,18,0.0,0
76,4613,7,3,0,49,0,18,707.9160213470459,0
77,4613,7,3,0,49,0,18,0.0,0
78,4613,7,3,0,48,0,18,1865.9879267215729,0
79,4613,7,3,0,49,0,18,0.0,-1
80,4613,7,3,0,48,0,18,934.6242994070052,0
81,4613,7,3,0,49,0,18,755.3347945213318,0
82,4613,7,3,0,49,0,18,0.0,-1
83,4613,7,3,0,49,0,18,0.0,-1
84,4613,7,3,0,49,0,18,0.0,0
85,4613,7,3,0,48,0,17,0.0,0
86,4613,7,3,0,49,0,18,1662.0390117168429,-1
87,4613,7,3,0,49,0,18,0.0,-1
88,4613,7,3,0,49,0,18,0.0,0
89,4613,7,3,0,49,0,18,0.0,-1
90,4613,7,3,0,48,0,17,510.7693001627922,0
91,4613,7,3,0,49,0,18,3415.0347113609314,-1
92,4613,7,3,0,48,0,18,0.0,0
93,4613,7,3,0,49,0,18,0.0,-1
94,4613,7,3,0,49,0,18,0.0,-1
95,4613,7,3,0,48,0,18,0.0,0
96,4613,7,3,0,48,0,17,0.0,0
97,4613,7,3,0,49,0,18,11.693735141307116,0
98,4613,7,3,0,49,0,18,0.0,0
99,4613,7,3,0,49,0,18,0.0,-1
100,4613,7,3,0,49,0,18,26.26820467412472,0
101,4613,7,3,0,49,0,18,3164.4323468208318,-1
102,4613,7,3,0,49,0,18,0.0,0
103,4613,7,3,0,48,0,17,0.0,0
104,4613,7,3,0,48,0,17,0.0,0
105,4613,7,3,0,49,0,18,0.0,0
106,4613,7,3,0,49,0,18,0.0,0
107,4613,7,3,0,49,0,18,0.0,-1
108,4613,7,3,0,49,0,18,0.0,-1
109,4613,7,3,0,49,0,18,0.0,0
110,4613,7,3,0,48,0,17,0.0,0
111,4613,7,3,0,49,0,18,0.0,-1
112,4613,7,3,0,48,0,17,0.0,0
113,4613,7,3,0,49,0,18,0.0,-1
114,4613,7,3,0,49,0,18,203.56900990009308,-1
115,4613,7,3,0,49,0,18,2120.4324066638947,0
116,4613,7,3,0,49,0,18,3174.99577999115,-1
117,4613,7,3,0,49,0,18,2693.072259426117,-1
118,4613,7,3,0,48,0,18,1142.5091326236725,0
119,4613,7,3,0,48,0,18,0.0,0
120,4613,7,3,0,49,0,18,0.0,0
121,4613,7,3,0,49,0,18,0.0,0
122,4613,7,3,0,48,0,17,0.0,0
123,4613,7,3,0,49,0,18,0.0,0
124,4613,7,3,0,49,0,18,0.0,0
125,4613,7,3,0,48,0,18,0.0,0
126,4613,7,3,0,48,0,18,0.0,0
127,4613,7,3,0,49,0,18,0.0,-1
128,4613,7,3,0,49,0,18,0.0,-1
129,4613,7,3,0,48,0,17,0.0,0
130,4613,7,3,0,48,0,17,0.0,0
131,4613,7,3,0,49,0,18,1951.1863589286804,0
132,4613,7,3,0,49,0,18,0.0,0
133,4613,7,3,0,49,0,18,0.0,0
134,4613,7,3,0,48,0,18,1288.7334823608398,0
135,4613,7,3,0,49,0,18,766.8741047382355,-1
136,4613,7,3,0,49,0,18,382.2716325521469,0
137,4613,7,3,0,49,0,18,0.0,-1
0,4614,7,3,0,49,0,18,0.0,-1
1,4614,7,3,0,48,0,18,150.00950545072556,0
2,4614,7,3,0,48,0,17,0.0,0
3,4614,7,3,0,49,0,18,0.0,0
4,4614,7,3,0,48,0,18,1933.249682188034,0
5,4614,7,3,0,49,0,18,0.0,-1
6,4614,7,3,0,49,0,18,3087.107241153717,-1
7,4614,7,3,0,48,0,17,0.0,0
8,4614,7,3,0,48,0,17,314.0518069267273,0
9,4614,7,3,0,49,0,18,146.2229061871767,0
10,4614,7,3,0,48,0,18,0.0,0
11,4614,7,3,0,49,0,18,0.0,-1
12,4614,7,3,0,48,0,17,0.0,0
13,4614,7,3,0,49,0,18,0.0,-1
14,4614,7,3,0,49,0,18,0.0,0
15,4614,7,3,0,49,0,18,0.0,0
16,4614,7,3,0,49,0,18,0.0,-1
17,4614,7,3,0,49,0,18,0.0,-1
18,4614,7,3,0,49,0,18,0.0,-1
19,4614,7,3,0,49,0,18,2082.190960645676,-1
20,4614,7,3,0,48,0,18,964.0250355005264,0
21,4614,7,3,0,49,0,18,0.0,0
22,4614,7,3,0,49,0,18,0.0,-1
23,4614,7,3,0,48,0,18,0.0,0
24,4614,7,3,0,48,0,18,0.0,0
25,4614,7,3,0,48,0,17,0.0,0
26,4614,7,3,0,49,0,18,0.0,0
27,4614,7,3,0,48,0,18,0.0,0
28,4614,7,3,0,49,0,18,0.0,-1
29,4614,7,3,0,49,0,18,195.03537565469745,0
30,4614,7,3,0,48,0,18,0.0,0
31,4614,7,3,0,49,0,18,3028.9053916931152,-1
32,4614,7,3,0,49,0,18,2009.897828102112,0
33,4614,7,3,0,49,0,18,0.0,0
34,4614,7,3,0,49,0,18,0.0,0
35,4614,7,3,0,49,0,18,0.0,-1
36,4614,7,3,0,49,0,18,2481.3368916511536,-1
37,4614,7,3,0,49,0,18,0.0,0
38,4614,7,3,0,49,0,18,1762.53542304039,-1
39,4614,7,3,0,48,0,18,0.0,0
40,4614,7,3,0,49,0,18,0.0,0
41,4614,7,3,0,49,0,18,0.0,0
42,4614,7,3,0,49,0,18,1216.7773395776749,0
43,4614,7,3,0,49,0,18,282.25600719451904,0
44,4614,7,3,0,49,0,18,774.4687050580978,0
45,4614,7,3,0,49,0,18,2001.4332234859469,-1
46,4614,7,3,0,49,0,18,0.0,-1
47,4614,7,3,0,48,0,17,0.0,0
48,4614,7,3,0,49,0,18,2498.861402273178,-1
49,4614,7,3,0,49,0,18,0.0,0
50,4614,7,3,0,49,0,18,0.0,0
51,4614,7,3,0,49,0,18,0.0,-1
52,4614,7,3,0,49,0,18,687.8478080034256,0
53,4614,7,3,0,48,0,18,0.0,0
54,4614,7,3,0,49,0,18,0.0,0
55,4614,7,3,0,49,0,18,0.0,-1
56,4614,7,3,0,49,0,18,0.0,-1
57,4614,7,3,0,49,0,18,0.0,-1
58,4614,7,3,0,49,0,18,0.0,0
59,4614,7,3,0,48,0,18,544.9211969971657,0
60,4614,7,3,0,49,0,18,0.0,-1
61,4614,7,3,0,49,0,18,0.0,0
62,4614,7,3,0,49,0,18,0.0,0
63,4614,7,3,0,48,0,17,178.4137263894081,0
64,4614,7,3,0,48,0,17,0.0,0
65,4614,7,3,0,49,0,18,0.0,-1
66,4614,7,3,0,49,0,18,0.0,0
67,4614,7,3,0,49,0,18,0.0,0
68,4614,7,3,0,48,0,18,577.5900930166245,0
69,4614,7,3,0,49,0,18,0.0,-1
70,4614,7,3,0,48,0,17,0.0,0
71,4614,7,3,0,49,0,18,0.0,0
72,4614,7,3,0,49,0,18,0.0,0
73,4614,7,3,0,49,0,18,0.0,0
74,4614,7,3,0,49,0,18,0.0,-1
75,4614,7,3,0,49,0,18,1506.3199400901794,-1
76,4614,7,3,0,49,0,18,0.0,0
77,4614,7,3,0,48,0,17,0.0,0
78,4614,7,3,0,49,0,18,0.0,-1
79,4614,7,3,0,48,0,18,0.0,0
80,4614,7,3,0,48,0,18,591.4116650819778,0
81,4614,7,3,0,49,0,18,0.0,0
82,4614,7,3,0,49,0,18,104.6625804156065,0
83,4614,7,3,0,49,0,18,0.0,-1
84,4614,7,3,0,48,0,17,0.0,0
85,4614,7,3,0,49,0,18,0.0,-1
86,4614,7,3,0,49,0,18,0.0,0
87,4614,7,3,0,49,0,18,0.0,-1
88,4614,7,3,0,49,0,18,0.0,-1
89,4614,7,3,0,48,0,18,0.0,0
90,4614,7,3,0,49,0,18,327.55784690380096,0
91,4614,7,3,0,48,0,18,0.0,0
92,4614,7,3,0,49,0,18,0.0,0
93,4614,7,3,0,49,0,18,252.99562141299248,0
94,4614,7,3,0,49,0,18,1044.0553724765778,0
95,4614,7,3,0,49,0,18,0.0,-1
0,4615,7,3,0,49,0,18,0.0,0
1,4615,7,3,0,48,0,17,0.0,0
2,4615,7,3,0,49,0,18,0.0,0
3,4615,7,3,0,48,0,18,0.0,0
4,4615,7,3,0,48,0,17,0.0,0
5,4615,7,3,0,49,0,18,0.0,0
6,4615,7,3,0,48,0,18,0.0,0
7,4615,7,3,0,49,0,18,0.0,0
8,4615,7,3,0,49,0,18,0.0,-1
9,4615,7,3,0,49,0,18,0.0,0
10,4615,7,3,0,49,0,18,0.0,0
11,4615,7,3,0,49,0,18,0.0,-1
12,4615,7,3,0,48,0,18,0.0,0
13,4615,7,3,0,48,0,18,0.0,0
14,4615,7,3,0,49,0,18,0.0,-1
15,4615,7,3,0,49,0,18,0.0,0
16,4615,7,3,0,49,0,18,0.0,-1
17,4615,7,3,0,48,0,18,0.0,0
18,4615,7,3,0,49,0,18,0.0,0
19,4615,7,3,0,48,0,17,0.0,0
20,4615,7,3,0,49,0,18,542.9050698876381,0
21,4615,7,3,0,49,0,18,2266.639918088913,0
22,4615,7,3,0,49,0,18,0.0,0
23,4615,7,3,0,49,0,18,48.09004720300436,0
24,4615,7,3,0,49,0,18,0.0,-1
25,4615,7,3,0,48,0,17,0.0,0
26,4615,7,3,0,49,0,18,0.0,0
27,4615,7,3,0,48,0,18,0.0,0
28,4615,7,3,0,49,0,18,840.090811252594,-1
29,4615,7,3,0,49,0,18,0.0,0
30,4615,7,3,0,49,0,18,0.0,-1
31,4615,7,3,0,49,0,18,0.0,-1
32,4615,7,3,0,48,0,18,0.0,0
33,4615,7,3,0,49,0,18,0.0,-1
34,4615,7,3,0,49,0,18,0.0,0
35,4615,7,3,0,49,0,18,0.0,-1
36,4615,7,3,0,49,0,18,0.0,0
37,4615,7,3,0,48,0,17,0.0,0
38,4615,7,3,0,49,0,18,1772.7062106132507,-1
39,4615,7,3,0,48,0,17,0.0,0
40,4615,7,3,0,49,0,18,0.0,-1
41,4615,7,3,0,49,0,18,0.0,-1
42,4615,7,3,0,48,0,17,0.0,0
43,4615,7,3,0,49,0,18,0.0,0
44,4615,7,3,0,48,0,18,0.0,0
45,4615,7,3,0,48,0,18,239.02291432023048,0
46,4615,7,3,0,48,0,18,0.0,0
47,4615,7,3,0,49,0,18,0.0,0
48,4615,7,3,0,49,0,18,0.0,-1
49,4615,7,3,0,49,0,18,0.0,0
50,4615,7,3,0,48,0,17,38.3377936668694,0
51,4615,7,3,0,48,0,18,0.0,0
52,4615,7,3,0,49,0,18,0.0,-1
53,4615,7,3,0,49,0,18,0.0,0
54,4615,7,3,0,49,0,18,0.0,-1
55,4615,7,3,0,49,0,18,506.4257979393005,-1
56,4615,7,3,0,49,0,18,0.0,0
57,4615,7,3,0,49,0,18,0.0,-1
58,4615,7,3,0,49,0,18,0.0,0
59,4615,7,3,0,48,0,17,0.0,0
60,4615,7,3,0,49,0,18,0.0,0
61,4615,7,3,0,48,0,17,0.0,0
62,4615,7,3,0,49,0,18,0.0,0
63,4615,7,3,0,49,0,18,0.0,0
64,4615,7,3,0,49,0,18,0.0,0
65,4615,7,3,0,49,0,18,22.00828632339835,0
66,4615,7,3,0,49,0,18,931.7591786384584,0
67,4615,7,3,0,48,0,18,1594.4638848304749,0
68,4615,7,3,0,49,0,18,1395.5821096897123,0
69,4615,7,3,0,49,0,18,0.0,-1
70,4615,7,3,0,48,0,17,0.0,0
71,4615,7,3,0,48,0,18,0.0,0
72,4615,7,3,0,48,0,18,816.2546902894974,0
73,4615,7,3,0,49,0,18,0.0,0
74,4615,7,3,0,49,0,18,2040.7800376415253,0
75,4615,7,3,0,49,0,18,517.0069634914398,0
76,4615,7,3,0,49,0,18,0.0,-1
77,4615,7,3,0,49,0,18,925.729125738144,0
78,4615,7,3,0,49,0,18,0.0,0
79,4615,7,3,0,49,0,18,0.0,-1
80,4615,7,3,0,48,0,18,0.0,0
81,4615,7,3,0,49,0,18,0.0,0
82,4615,7,3,0,49,0,18,0.0,-1
83,4615,7,3,0,49,0,18,0.0,-1
84,4615,7,3,0,48,0,18,0.0,0
85,4615,7,3,0,49,0,18,0.0,-1
86,4615,7,3,0,49,0,18,0.0,0
87,4615,7,3,0,49,0,18,1549.9594807624817,0
88,4615,7,3,0,49,0,18,0.0,0
89,4615,7,3,0,49,0,18,0.0,-1
90,4615,7,3,0,49,0,18,0.0,-1
91,4615,7,3,0,49,0,18,0.0,0
92,4615,7,3,0,49,0,18,0.0,-1
93,4615,7,3,0,48,0,18,108.13750326633452,0
94,4615,7,3,0,49,0,18,0.0,-1
95,4615,7,3,0,48,0,17,0.0,0
96,4615,7,3,0,49,0,18,1131.5681040287018,0
97,4615,7,3,0,49,0,18,0.0,0
98,4615,7,3,0,49,0,18,145.2914997935295,0
99,4615,7,3,0,48,0,17,0.0,0
100,4615,7,3,0,49,0,18,0.0,-1
101,4615,7,3,0,49,0,18,0.0,0
102,4615,7,3,0,49,0,18,0.0,0
103,4615,7,3,0,49,0,18,0.0,-1
104,4615,7,3,0,48,0,18,0.0,0
105,4615,7,3,0,49,0,18,0.0,-1
106,4615,7,3,0,49,0,18,0.0,0
107,4615,7,3,0,49,0,18,0.0,0
108,4615,7,3,0,49,0,18,0.0,0
109,4615,7,3,0,49,0,18,318.2985261082649,0
110,4615,7,3,0,49,0,18,0.0,-1
111,4615,7,3,0,49,0,18,0.0,-1
112,4615,7,3,0,48,0,17,0.0,0
113,4615,7,3,0,49,0,18,0.0,0
0,4616,6,2,0,48,0,17,0.0,0
1,4616,6,2,0,49,0,18,0.0,0
2,4616,6,2,0,49,0,18,0.0,0
3,4616,6,2,0,49,0,18,0.0,-1
4,4616,6,2,0,49,0,18,1940.0812685489652,-1
5,4616,6,2,0,49,0,18,0.0,0
6,4616,6,2,0,48,0,17,0.0,0
7,4616,6,2,0,49,0,18,0.0,0
8,4616,6,2,0,49,0,18,0.0,-1
9,4616,6,2,0,49,0,18,0.0,-1
10,4616,6,2,0,49,0,18,0.0,0
11,4616,6,2,0,49,0,18,0.0,0
12,4616,6,2,0,49,0,18,0.0,0
13,4616,6,2,0,49,0,18,2255.638688802719,-1
14,4616,6,2,0,49,0,18,0.0,0
15,4616,6,2,0,49,0,18,1029.10615503788,0
16,4616,6,2,0,49,0,18,0.0,0
17,4616,6,2,0,49,0,18,0.0,-1
18,4616,6,2,0,49,0,18,0.0,0
19,4616,6,2,0,48,0,18,0.0,0
20,4616,6,2,0,48,0,17,0.0,0
21,4616,6,2,0,49,0,18,0.0,0
22,4616,6,2,0,49,0,18,0.0,0
23,4616,6,2,0,49,0,18,0.0,0
24,4616,6,2,0,49,0,18,0.0,-1
25,4616,6,2,0,49,0,18,1533.6182713508606,-1
26,4616,6,2,0,48,0,18,0.0,0
27,4616,6,2,0,49,0,18,2009.9101960659027,0
28,4616,6,2,0,49,0,18,0.0,0
29,4616,6,2,0,48,0,18,0.0,0
30,4616,6,2,0,49,0,18,17.97515549696982,0
31,4616,6,2,0,49,0,18,2681.1760663986206,0
32,4616,6,2,0,48,0,18,0.0,0
33,4616,6,2,0,48,0,18,0.0,0
34,4616,6,2,0,49,0,18,1052.364930510521,0
35,4616,6,2,0,48,0,18,0.0,0
36,4616,6,2,0,49,0,18,0.0,-1
37,4616,6,2,0,49,0,18,2403.3214151859283,-1
38,4616,6,2,0,49,0,18,2579.023540019989,-1
39,4616,6,2,0,48,0,17,0.0,0
40,4616,6,2,0,48,0,18,0.0,0
41,4616,6,2,0,48,0,17,0.0,0
42,4616,6,2,0,48,0,17,0.0,0
43,4616,6,2,0,49,0,18,0.0,-1
44,4616,6,2,0,49,0,18,140.45719988644123,0
45,4616,6,2,0,49,0,18,897.3248302936554,0
46,4616,6,2,0,49,0,18,0.0,-1
47,4616,6,2,0,49,0,18,0.0,0
48,4616,6,2,0,49,0,18,0.0,-1
49,4616,6,2,0,49,0,18,0.0,-1
50,4616,6,2,0,49,0,18,409.6574708819389,0
51,4616,6,2,0,49,0,18,0.0,0
52,4616,6,2,0,48,0,18,0.0,0
53,4616,6,2,0,48,0,18,0.0,0
54,4616,6,2,0,48,0,17,0.0,0
55,4616,6,2,0,49,0,18,0.0,0
56,4616,6,2,0,49,0,18,0.0,0
57,4616,6,2,0,49,0,18,0.0,0
58,4616,6,2,0,48,0,17,0.0,0
59,4616,6,2,0,49,0,18,1795.1954901218414,-1
60,4616,6,2,0,48,0,17,0.0,0
61,4616,6,2,0,48,0,18,143.12232844531536,0
62,4616,6,2,0,49,0,18,600.6632372736931,0
63,4616,6,2,0,49,0,18,1035.834476351738,0
64,4616,6,2,0,49,0,18,356.0907393693924,-1
65,4616,6,2,0,49,0,18,0.0,0
66,4616,6,2,0,48,0,17,0.0,0
67,4616,6,2,0,48,0,17,487.549901008606,0
68,4616,6,2,0,49,0,18,0.0,0
69,4616,6,2,0,48,0,18,0.0,0
70,4616,6,2,0,49,0,18,0.0,0
71,4616,6,2,0,49,0,18,2006.6170394420624,0
72,4616,6,2,0,49,0,18,871.543288230896,0
73,4616,6,2,0,48,0,18,0.0,0
74,4616,6,2,0,49,0,18,0.0,0
75,4616,6,2,0,49,0,18,0.0,-1
76,4616,6,2,0,48,0,18,0.0,0
77,4616,6,2,0,49,0,18,156.85945749282837,0
78,4616,6,2,0,48,0,17,0.0,0
79,4616,6,2,0,49,0,18,0.0,0
