step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
1,88,2,0,0,38,0,19,285.16,1
1,853,4,1,0,38,0,19,352.7,1
1,2480,2,1,0,27,0,12,1041.31,1
1,2481,0,0,0,27,0,12,591.83,1
1,1196,5,1,0,30,0,16,298.44,1
1,1196,5,1,0,30,0,16,112.77,1
1,853,4,1,0,6,0,6,905.54,1
1,1196,5,1,0,6,0,6,1126.96,1
1,2513,2,0,0,6,0,6,222.26,1
1,2513,2,0,0,6,0,6,399.22,1
1,1114,2,1,0,39,0,18,3387.85,1
1,2580,4,1,0,39,0,18,6888.3,1
1,2587,0,0,0,22,0,12,397.63,1
1,2588,2,0,0,22,0,12,92.01,1
1,2587,0,0,0,6,0,6,809.46,1
1,2599,2,1,0,6,0,6,896.93,1
1,2600,2,0,0,19,0,9,396.36,1
1,605,3,1,0,19,0,9,661.53,1
1,2599,2,1,0,6,0,6,801.49,1
1,88,2,0,0,6,0,6,149.11,1
1,605,3,1,0,6,0,6,265.33,1
1,2599,2,1,0,6,0,6,167.27,1
1,651,2,0,0,26,0,12,836.04,1
1,2658,2,1,0,26,0,12,195.37,1
1,2661,0,1,0,38,0,19,326.34,1
1,2661,0,1,0,38,0,19,307.06,1
1,2670,1,1,0,16,0,16,646.92,1
1,605,3,1,0,16,0,16,526.09,1
1,2699,1,1,0,41,0,19,349.85,1
1,2700,4,0,0,41,0,19,153.08,1
1,604,1,1,0,25,0,15,141.83,1
1,2727,1,1,0,25,0,15,22.43,1
1,2367,1,1,0,6,0,6,388.51,1
1,605,3,1,0,6,0,6,41.98,1
2,2749,0,1,0,16,0,16,788.67,1
2,2750,7,1,0,16,0,16,1167.18,1
2,2745,1,1,0,41,0,19,184.72,1
2,1165,2,0,0,41,0,19,258.01,1
2,2755,2,1,0,19,0,9,30.04,1
2,2755,2,1,0,19,0,9,586.05,1
2,2192,0,1,0,6,0,6,663.53,1
2,2773,1,0,0,6,0,6,297.09,1
2,605,3,1,0,20,0,13,110.9,1
2,2783,4,1,0,20,0,13,486.35,1
2,605,3,1,0,22,0,12,1022.06,1
2,1969,1,1,0,22,0,12,532.05,1
2,604,1,1,0,26,0,12,253.25,1
2,2795,0,0,0,26,0,12,38.2,1
2,605,3,1,0,6,0,6,264.99,1
2,2699,1,1,0,6,0,6,143.1,1
2,853,4,1,0,30,0,16,29.82,1
2,2004,1,1,0,30,0,16,503.68,1
2,2799,0,1,0,22,0,12,478.89,1
2,2800,1,0,0,22,0,12,283.25,1
2,2644,1,1,0,21,0,13,243.05,1
2,853,4,1,0,21,0,13,415.19,1
2,2206,5,1,0,9,0,10,195.81,1
2,2206,5,1,0,9,0,10,42.64,1
2,605,3,1,0,35,0,18,891.0,1
2,605,3,1,0,35,0,18,1304.93,1
2,2827,2,1,0,3,0,7,41.48,1
2,2828,1,1,0,3,0,7,572.01,1
2,2830,0,0,0,41,0,19,242.03,1
2,553,0,1,0,41,0,19,272.16,1
2,2839,1,0,0,22,0,12,43.89,1
2,2661,0,1,0,22,0,12,546.26,1
2,2004,1,1,0,22,0,12,158.25,1
2,2845,0,0,0,22,0,12,358.25,1
2,2588,2,0,0,22,0,12,1079.27,1
2,2846,5,0,0,22,0,12,404.39,1
2,604,1,1,0,35,0,18,653.5,1
2,1196,5,1,0,35,0,18,7432.48,1
2,2854,2,1,0,6,0,6,490.84,1
2,2855,2,1,0,6,0,6,644.59,1
3,2886,4,0,0,22,0,12,84.65,1
3,1113,0,0,0,22,0,12,279.15,1
3,1130,3,1,0,10,0,11,585.13,1
3,1130,3,1,0,10,0,11,848.4,1
3,1181,0,1,0,13,0,14,174.29,1
3,2828,1,1,0,13,0,14,131.24,1
3,2910,2,1,0,22,0,12,281.12,1
3,2839,1,0,0,22,0,12,709.28,1
3,2912,1,1,0,22,0,12,426.7,1
3,1196,5,1,0,22,0,12,213.53,1
3,2914,2,0,0,10,0,11,124.92,1
3,2773,1,0,0,10,0,11,446.8,1
3,2599,2,1,0,22,0,12,108.07,1
3,919,1,1,0,22,0,12,5.69,1
3,2773,1,0,0,6,0,6,149.94,1
3,605,3,1,0,6,0,6,115.08,1
3,2599,2,1,0,3,0,7,386.21,1
3,605,3,1,0,3,0,7,226.78,1
3,2920,2,0,0,3,0,7,571.7,1
3,2921,2,1,0,3,0,7,389.98,1
3,853,4,1,0,38,0,19,480.88,1
3,1969,1,1,0,38,0,19,504.97,1
3,2004,1,1,0,6,0,6,643.71,1
3,2845,0,0,0,6,0,6,17.1,1
3,2333,3,1,0,11,0,12,60.58,1
3,2494,2,0,0,11,0,12,260.03,1
3,2948,1,0,0,22,0,12,44.8,1
3,2949,2,0,0,22,0,12,356.47,1
3,2004,1,1,0,35,0,18,4883.62,1
3,1196,5,1,0,35,0,18,237.95,1
3,2964,2,1,0,11,0,12,701.22,1
3,605,3,1,0,11,0,12,428.54,1
3,2745,1,1,0,6,0,6,716.17,1
3,1164,2,1,0,6,0,6,699.94,1
3,1982,2,0,0,22,0,12,332.47,1
3,2974,0,1,0,22,0,12,361.28,1
3,2770,4,0,0,35,0,18,3334.89,1
3,88,2,0,0,35,0,18,5107.7,1
3,604,1,1,0,2,0,6,1025.56,1
3,2976,2,0,0,2,0,6,295.57,1
4,2599,2,1,0,22,0,12,25.54,1
4,604,1,1,0,22,0,12,66.32,1
4,2996,2,1,0,30,0,16,120.87,1
4,310,0,0,0,30,0,16,181.55,1
4,2997,7,1,0,6,0,6,833.47,1
4,2773,1,0,0,6,0,6,34.32,1
4,2845,0,0,0,21,0,13,423.5,1
4,2910,2,1,0,21,0,13,32.28,1
4,1196,5,1,0,38,0,19,311.94,1
4,604,1,1,0,38,0,19,275.18,1
4,2755,2,1,0,22,0,12,447.53,1
4,1668,2,1,0,22,0,12,591.16,1
4,3012,2,0,0,35,0,18,425.25,1
4,88,2,0,0,35,0,18,175.72,1
4,2976,2,0,0,45,0,18,3999.35,1
4,1196,5,1,0,45,0,18,2973.46,1
4,1113,0,0,0,18,0,9,77.87,1
4,3013,2,0,0,18,0,9,58.19,1
4,2888,4,0,0,41,0,19,300.35,1
4,2773,1,0,0,41,0,19,318.12,1
4,3028,4,1,0,16,0,16,987.86,1
4,2102,4,1,0,16,0,16,430.29,1
4,2910,2,1,0,6,0,6,702.72,1
4,3033,4,1,0,6,0,6,1083.7,1
4,2474,4,0,0,6,0,6,580.99,1
4,2369,3,1,0,6,0,6,290.15,1
4,2494,2,0,0,20,0,13,158.83,1
4,1116,5,1,0,20,0,13,541.86,1
4,605,3,1,0,41,0,19,372.92,1
4,605,3,1,0,41,0,19,336.82,1
4,1965,0,0,0,38,0,19,427.51,1
4,1130,3,1,0,38,0,19,290.64,1
4,2855,2,1,0,6,0,6,697.85,1
4,2800,1,0,0,6,0,6,475.9,1
4,2599,2,1,0,22,0,12,193.16,1
4,605,3,1,0,22,0,12,34.65,1
4,2178,2,1,0,13,0,14,127.28,1
4,2636,1,1,0,13,0,14,57.72,1
4,2004,1,1,0,3,0,7,215.54,1
4,2964,2,1,0,3,0,7,266.0,1
5,3077,1,0,0,15,0,13,290.17,1
5,853,4,1,0,15,0,13,222.26,1
5,2855,2,1,0,15,0,13,390.28,1
5,2313,0,1,0,15,0,13,121.22,1
5,2868,1,1,0,6,0,6,238.14,1
5,3080,1,0,0,6,0,6,386.8,1
5,2896,2,1,0,6,0,6,8.25,1
5,3081,1,0,0,6,0,6,437.41,1
5,3084,3,0,0,9,0,10,259.75,1
5,2773,1,0,0,9,0,10,261.99,1
5,605,3,1,0,6,0,6,157.03,1
5,2855,2,1,0,6,0,6,194.89,1
5,2855,2,1,0,6,0,6,851.71,1
5,2964,2,1,0,6,0,6,301.7,1
5,2784,1,1,0,35,0,18,3682.79,1
5,2784,1,1,0,35,0,18,2832.02,1
5,3097,0,1,0,38,0,19,366.36,1
5,2369,3,1,0,38,0,19,368.73,1
5,2700,4,0,0,16,0,16,132.75,1
5,2910,2,1,0,16,0,16,613.67,1
5,2513,2,0,0,38,0,19,278.32,1
5,2906,2,1,0,38,0,19,317.82,1
5,282,2,0,0,25,0,15,136.42,1
5,282,2,0,0,25,0,15,187.51,1
5,2474,4,0,0,22,0,12,592.33,1
5,2855,2,1,0,22,0,12,565.08,1
5,2346,1,1,0,3,0,7,573.85,1
5,1181,0,1,0,3,0,7,215.28,1
5,3131,1,1,0,13,0,14,86.81,1
5,1851,0,1,0,13,0,14,384.63,1
5,2799,0,1,0,22,0,12,228.93,1
5,554,1,1,0,22,0,12,123.87,1
5,2494,2,0,0,12,0,13,249.8,1
5,3145,3,1,0,12,0,13,576.88,1
5,3146,1,0,0,22,0,12,32.12,1
5,2921,2,1,0,22,0,12,644.15,1
5,3071,2,1,0,6,0,6,161.63,1
5,1196,5,1,0,6,0,6,661.19,1
5,2949,2,0,0,22,0,12,129.12,1
5,3149,2,0,0,22,0,12,201.7,1
6,3167,4,1,0,13,0,14,10.77,1
6,2751,3,1,0,13,0,14,306.04,1
6,435,2,0,0,30,0,16,264.18,1
6,3139,2,0,0,30,0,16,154.45,1
6,2773,1,0,0,35,0,18,5326.55,1
6,2910,2,1,0,35,0,18,297.43,1
6,2599,2,1,0,22,0,12,255.29,1
6,2910,2,1,0,22,0,12,97.49,1
6,2964,2,1,0,6,0,6,52.14,1
6,1196,5,1,0,6,0,6,219.33,1
6,2755,2,1,0,45,0,18,3611.11,1
6,913,0,1,0,45,0,18,2503.3,1
6,2773,1,0,0,22,0,12,776.51,1
6,1252,5,0,0,22,0,12,27.45,1
6,2773,1,0,0,6,0,6,563.2,1
6,2587,0,0,0,6,0,6,817.59,1
6,2599,2,1,0,38,0,19,398.85,1
6,605,3,1,0,38,0,19,395.67,1
6,2964,2,1,0,13,0,14,268.04,1
6,3202,1,1,0,13,0,14,42.08,1
6,2587,0,0,0,6,0,6,614.25,1
6,3146,1,0,0,6,0,6,418.09,1
6,2855,2,1,0,10,0,11,627.98,1
6,3204,4,1,0,10,0,11,64.27,1
6,2107,2,1,0,15,0,13,241.47,1
6,3205,1,0,0,15,0,13,61.61,1
6,3210,3,1,0,45,0,18,5070.57,1
6,3176,1,0,0,45,0,18,4762.5,1
6,2855,2,1,0,22,0,12,749.53,1
6,2799,0,1,0,22,0,12,460.96,1
6,3212,3,0,0,39,0,18,6142.59,1
6,2369,3,1,0,39,0,18,2981.86,1
6,2515,2,0,0,11,0,12,925.66,1
6,2102,4,1,0,11,0,12,70.75,1
6,2855,2,1,0,15,0,13,19.13,1
6,1196,5,1,0,15,0,13,283.87,1
6,3038,2,0,0,3,0,7,73.79,1
6,3080,1,0,0,3,0,7,628.61,1
6,2983,1,0,0,26,0,12,595.15,1
6,1130,3,1,0,26,0,12,92.93,1
7,2178,2,1,0,6,0,6,784.69,1
7,3241,0,1,0,6,0,6,242.75,1
7,2587,0,0,0,9,0,10,51.38,1
7,2964,2,1,0,9,0,10,232.54,1
7,605,3,1,0,22,0,12,969.68,1
7,2855,2,1,0,22,0,12,329.41,1
7,2436,4,1,0,15,0,13,4.5,1
7,3252,1,1,0,15,0,13,172.21,1
7,3255,1,1,0,22,0,12,16.21,1
7,1620,1,0,0,22,0,12,152.74,1
7,605,3,1,0,7,0,6,112.55,1
7,2855,2,1,0,7,0,6,830.57,1
7,1130,3,1,0,20,0,13,248.42,1
7,3256,1,1,0,20,0,13,437.38,1
7,2522,3,0,0,35,0,18,4046.65,1
7,1397,3,1,0,35,0,18,3065.22,1
7,2799,0,1,0,39,0,18,672.44,1
7,2916,2,0,0,39,0,18,3020.3,1
7,3270,1,0,0,12,0,13,57.86,1
7,3270,1,0,0,12,0,13,580.48,1
7,3232,1,1,0,21,0,13,95.03,1
7,3273,1,1,0,21,0,13,249.05,1
7,3275,0,1,0,6,0,6,36.47,1
7,3276,5,1,0,6,0,6,223.8,1
7,1196,5,1,0,20,0,13,42.62,1
7,2192,0,1,0,20,0,13,353.16,1
7,2964,2,1,0,38,0,19,284.46,1
7,2896,2,1,0,38,0,19,314.22,1
7,3146,1,0,0,35,0,18,3922.14,1
7,3146,1,0,0,35,0,18,3194.56,1
7,3289,4,1,0,26,0,12,353.57,1
7,605,3,1,0,26,0,12,845.44,1
7,3202,1,1,0,22,0,12,78.07,1
7,3290,4,0,0,22,0,12,154.79,1
7,1180,0,1,0,6,0,6,72.69,1
7,2346,1,1,0,6,0,6,486.91,1
7,2964,2,1,0,35,0,18,2854.69,1
7,605,3,1,0,35,0,18,4217.86,1
7,1114,2,1,0,6,0,6,499.7,1
7,2587,0,0,0,6,0,6,514.2,1
8,2799,0,1,0,22,0,12,901.32,1
8,3306,3,1,0,22,0,12,423.05,1
8,1195,5,1,0,15,0,13,468.82,1
8,3176,1,0,0,15,0,13,261.85,1
8,2587,0,0,0,22,0,12,498.38,1
8,1912,1,0,0,22,0,12,656.54,1
8,605,3,1,0,22,0,12,305.38,1
8,3318,2,1,0,22,0,12,278.2,1
8,129,4,1,0,9,0,10,95.03,1
8,3320,1,0,0,9,0,10,125.15,1
8,3324,2,1,0,22,0,12,689.86,1
8,2964,2,1,0,22,0,12,526.63,1
8,2599,2,1,0,6,0,6,274.14,1
8,3033,4,1,0,6,0,6,626.03,1
8,604,1,1,0,11,0,12,648.71,1
8,2964,2,1,0,11,0,12,36.51,1
8,1969,1,1,0,22,0,12,245.49,1
8,2102,4,1,0,22,0,12,766.11,1
8,3346,1,0,0,22,0,12,138.06,1
8,3347,3,0,0,22,0,12,144.83,1
8,3099,1,1,0,18,0,9,346.57,1
8,2855,2,1,0,18,0,9,642.15,1
8,3114,1,1,0,22,0,12,620.64,1
8,3349,2,0,0,22,0,12,293.53,1
8,3350,3,1,0,38,0,19,374.89,1
8,853,4,1,0,38,0,19,396.61,1
8,3354,1,0,0,22,0,12,535.42,1
8,2964,2,1,0,22,0,12,284.12,1
8,605,3,1,0,22,0,12,377.53,1
8,2417,0,0,0,22,0,12,441.49,1
8,3202,1,1,0,6,0,6,533.84,1
8,3202,1,1,0,6,0,6,118.84,1
8,3360,2,0,0,38,0,19,371.45,1
8,2661,0,1,0,38,0,19,319.73,1
8,3363,2,1,0,45,0,18,3799.04,1
8,2799,0,1,0,45,0,18,2917.32,1
8,2587,0,0,0,22,0,12,396.62,1
8,2587,0,0,0,22,0,12,301.36,1
8,1196,5,1,0,22,0,12,634.76,1
8,3365,4,1,0,22,0,12,360.09,1
9,2178,2,1,0,3,0,7,186.8,1
9,3205,1,0,0,3,0,7,270.6,1
9,801,0,1,0,6,0,6,313.5,1
9,2855,2,1,0,6,0,6,464.28,1
9,3378,1,0,0,27,0,12,100.02,1
9,605,3,1,0,27,0,12,262.63,1
9,3149,2,0,0,6,0,6,139.04,1
9,2587,0,0,0,6,0,6,105.64,1
9,2795,0,0,0,19,0,9,378.11,1
9,1196,5,1,0,19,0,9,5.79,1
9,129,4,1,0,22,0,12,38.66,1
9,2997,7,1,0,22,0,12,350.56,1
9,3388,2,1,0,22,0,12,274.91,1
9,246,5,0,0,22,0,12,780.28,1
9,3304,2,0,0,20,0,13,159.43,1
9,2700,4,0,0,20,0,13,90.15,1
9,3356,3,1,0,41,0,19,400.38,1
9,3159,2,1,0,41,0,19,340.11,1
9,2004,1,1,0,6,0,6,576.72,1
9,408,2,1,0,6,0,6,532.68,1
9,3396,2,0,0,26,0,12,555.92,1
9,1049,4,1,0,26,0,12,324.95,1
9,2102,4,1,0,20,0,13,415.09,1
9,1731,0,1,0,20,0,13,196.12,1
9,2587,0,0,0,22,0,12,19.11,1
9,2964,2,1,0,22,0,12,328.51,1
9,2258,1,0,0,6,0,6,1022.83,1
9,2827,2,1,0,6,0,6,224.25,1
9,2313,0,1,0,11,0,12,202.42,1
9,1912,1,0,0,11,0,12,456.64,1
9,2964,2,1,0,22,0,12,380.24,1
9,3405,3,1,0,22,0,12,546.86,1
9,2855,2,1,0,22,0,12,467.89,1
9,2513,2,0,0,22,0,12,597.17,1
9,2600,2,0,0,18,0,9,296.92,1
9,3388,2,1,0,18,0,9,867.29,1
9,2488,2,0,0,22,0,12,92.4,1
9,853,4,1,0,22,0,12,320.79,1
9,1587,5,1,0,9,0,10,171.67,1
9,2494,2,0,0,9,0,10,19.0,1
10,2773,1,0,0,6,0,6,123.09,1
10,2587,0,0,0,6,0,6,729.03,1
10,2587,0,0,0,20,0,13,42.77,1
10,3388,2,1,0,20,0,13,198.42,1
10,3049,5,1,0,31,0,9,53.25,1
10,3023,4,0,0,31,0,9,769.16,1
10,2249,2,1,0,6,0,6,326.1,1
10,2855,2,1,0,6,0,6,432.39,1
10,2914,2,0,0,22,0,12,168.85,1
10,2587,0,0,0,22,0,12,303.99,1
10,2964,2,1,0,16,0,16,133.3,1
10,2827,2,1,0,16,0,16,251.34,1
10,2636,1,1,0,30,0,16,242.5,1
10,3442,2,1,0,30,0,16,278.59,1
10,2369,3,1,0,15,0,13,604.59,1
10,3346,1,0,0,15,0,13,14.2,1
10,3445,5,1,0,20,0,13,446.06,1
10,3146,1,0,0,20,0,13,458.52,1
10,129,4,1,0,38,0,19,320.67,1
10,3320,1,0,0,38,0,19,267.55,1
10,3449,2,0,0,22,0,12,425.38,1
10,802,2,1,0,22,0,12,62.4,1
10,3346,1,0,0,6,0,6,694.15,1
10,2800,1,0,0,6,0,6,703.95,1
10,3459,5,1,0,22,0,12,606.91,1
10,3388,2,1,0,22,0,12,52.94,1
10,2346,1,1,0,22,0,12,442.9,1
10,3465,2,1,0,22,0,12,261.87,1
10,3466,2,0,0,13,0,14,251.05,1
10,3324,2,1,0,13,0,14,22.58,1
10,605,3,1,0,35,0,18,2846.67,1
10,3473,1,1,0,35,0,18,2077.72,1
10,1362,2,1,0,10,0,11,202.33,1
10,1965,0,0,0,10,0,11,399.81,1
10,2855,2,1,0,3,0,7,663.05,1
10,2810,2,0,0,3,0,7,736.28,1
10,3477,0,1,0,38,0,19,261.05,1
10,1196,5,1,0,38,0,19,352.28,1
10,605,3,1,0,41,0,19,403.01,1
10,3395,2,0,0,41,0,19,167.48,1
11,1196,5,1,0,38,0,19,253.12,1
11,2434,0,1,0,38,0,19,186.54,1
11,3388,2,1,0,10,0,11,615.84,1
11,2004,1,1,0,10,0,11,318.67,1
11,3145,3,1,0,9,0,10,44.15,1
11,845,2,1,0,9,0,10,174.67,1
11,3412,2,1,0,38,0,19,275.82,1
11,3490,2,1,0,38,0,19,421.35,1
11,1130,3,1,0,22,0,12,871.66,1
11,3023,4,0,0,22,0,12,152.55,1
11,276,0,0,0,38,0,19,314.96,1
11,276,0,0,0,38,0,19,202.93,1
11,605,3,1,0,22,0,12,635.86,1
11,3473,1,1,0,22,0,12,659.47,1
11,3346,1,0,0,13,0,14,354.31,1
11,2102,4,1,0,13,0,14,79.8,1
11,3304,2,0,0,6,0,6,871.01,1
11,3510,2,1,0,6,0,6,881.09,1
11,3365,4,1,0,6,0,6,325.14,1
11,2004,1,1,0,6,0,6,512.29,1
11,1779,2,1,0,9,0,10,137.29,1
11,853,4,1,0,9,0,10,238.37,1
11,3363,2,1,0,41,0,19,251.74,1
11,2750,7,1,0,41,0,19,93.08,1
11,2773,1,0,0,30,0,16,102.64,1
11,2855,2,1,0,30,0,16,291.98,1
11,2658,2,1,0,31,0,9,187.29,1
11,3521,3,1,0,31,0,9,190.23,1
11,3442,2,1,0,17,0,9,252.22,1
11,3522,0,0,0,17,0,9,137.4,1
11,2587,0,0,0,22,0,12,379.73,1
11,2922,2,0,0,22,0,12,402.4,1
11,3097,0,1,0,44,0,13,472.62,1
11,2369,3,1,0,44,0,13,304.17,1
11,884,1,1,0,22,0,12,760.03,1
11,2855,2,1,0,22,0,12,199.75,1
11,3080,1,0,0,22,0,12,514.25,1
11,3523,1,1,0,22,0,12,241.93,1
11,2587,0,0,0,6,0,6,29.68,1
11,2910,2,1,0,6,0,6,128.09,1
12,3412,2,1,0,22,0,12,137.72,1
12,3412,2,1,0,22,0,12,133.78,1
12,2178,2,1,0,17,0,9,177.99,1
12,3442,2,1,0,17,0,9,38.55,1
12,3318,2,1,0,27,0,12,552.07,1
12,2795,0,0,0,27,0,12,201.0,1
12,1572,1,1,0,30,0,16,574.46,1
12,2773,1,0,0,30,0,16,508.6,1
12,2004,1,1,0,10,0,11,38.79,1
12,516,2,1,0,10,0,11,85.58,1
12,2773,1,0,0,27,0,12,232.85,1
12,2773,1,0,0,27,0,12,393.81,1
12,2530,2,1,0,6,0,6,312.62,1
12,2964,2,1,0,6,0,6,1008.56,1
12,3546,2,0,0,22,0,12,71.36,1
12,2587,0,0,0,22,0,12,508.13,1
12,2102,4,1,0,3,0,7,72.83,1
12,3028,4,1,0,3,0,7,194.43,1
12,2004,1,1,0,22,0,12,558.0,1
12,2199,0,0,0,22,0,12,66.56,1
12,3548,0,1,0,22,0,12,427.28,1
12,2773,1,0,0,22,0,12,111.36,1
12,2658,2,1,0,27,0,12,615.91,1
12,2872,2,1,0,27,0,12,68.19,1
12,2948,1,0,0,22,0,12,373.37,1
12,2799,0,1,0,22,0,12,353.03,1
12,3550,3,1,0,6,0,6,255.63,1
12,2102,4,1,0,6,0,6,121.94,1
12,2004,1,1,0,11,0,12,627.8,1
12,3541,1,1,0,11,0,12,635.52,1
12,2750,7,1,0,6,0,6,571.59,1
12,2588,2,0,0,6,0,6,239.62,1
12,246,5,0,0,38,0,19,331.56,1
12,3331,2,1,0,38,0,19,294.98,1
12,845,2,1,0,9,0,10,500.54,1
12,2463,1,0,0,9,0,10,10.99,1
12,2313,0,1,0,6,0,6,247.56,1
12,604,1,1,0,6,0,6,238.36,1
12,3558,0,1,0,16,0,16,79.82,1
12,3445,5,1,0,16,0,16,846.61,1
13,3548,0,1,0,35,0,18,3333.31,1
13,2846,5,0,0,35,0,18,1998.45,1
13,2587,0,0,0,45,0,18,4909.26,1
13,3471,3,1,0,45,0,18,1070.23,1
13,3572,1,1,0,6,0,6,91.87,1
13,2102,4,1,0,6,0,6,433.62,1
13,3575,1,1,0,22,0,12,413.74,1
13,3558,0,1,0,22,0,12,87.5,1
13,3526,1,0,0,6,0,6,596.32,1
13,3526,1,0,0,6,0,6,298.63,1
13,3365,4,1,0,13,0,14,45.36,1
13,3582,0,0,0,13,0,14,191.17,1
13,2587,0,0,0,6,0,6,53.01,1
13,17,3,1,0,6,0,6,747.24,1
13,3587,1,0,0,20,0,13,223.42,1
13,39,3,1,0,20,0,13,401.78,1
13,89,2,0,0,12,0,13,213.82,1
13,3275,0,1,0,12,0,13,507.18,1
13,2199,0,0,0,30,0,16,245.26,1
13,3360,2,0,0,30,0,16,773.59,1
13,3594,0,0,0,18,0,9,336.25,1
13,2530,2,1,0,18,0,9,569.3,1
13,2587,0,0,0,3,0,7,41.08,1
13,702,4,1,0,3,0,7,313.64,1
13,2178,2,1,0,6,0,6,214.49,1
13,3241,0,1,0,6,0,6,178.75,1
13,2810,2,0,0,22,0,12,302.83,1
13,3599,0,0,0,22,0,12,364.07,1
13,2392,0,0,0,22,0,12,350.0,1
13,1051,4,1,0,22,0,12,109.52,1
13,288,1,1,0,16,0,16,814.44,1
13,3252,1,1,0,16,0,16,494.42,1
13,3388,2,1,0,16,0,16,572.36,1
13,2102,4,1,0,16,0,16,835.0,1
13,1994,1,1,0,22,0,12,769.75,1
13,3365,4,1,0,22,0,12,341.34,1
13,2587,0,0,0,11,0,12,264.56,1
13,3608,2,1,0,11,0,12,785.45,1
13,3365,4,1,0,22,0,12,592.15,1
13,2984,0,0,0,22,0,12,382.54,1
14,801,0,1,0,13,0,14,133.69,1
14,2896,2,1,0,13,0,14,13.62,1
14,3618,0,1,0,6,0,6,126.34,1
14,2996,2,1,0,6,0,6,207.63,1
14,3346,1,0,0,6,0,6,353.11,1
14,3550,3,1,0,6,0,6,146.43,1
14,3405,3,1,0,6,0,6,31.05,1
14,3270,1,0,0,6,0,6,57.67,1
14,2773,1,0,0,10,0,11,781.61,1
14,2587,0,0,0,10,0,11,995.2,1
14,2855,2,1,0,20,0,13,500.43,1
14,2799,0,1,0,20,0,13,287.36,1
14,3092,4,1,0,22,0,12,220.93,1
14,3388,2,1,0,22,0,12,252.59,1
14,3412,2,1,0,17,0,9,971.32,1
14,2974,0,1,0,17,0,9,201.88,1
14,3508,2,0,0,26,0,12,99.74,1
14,1180,0,1,0,26,0,12,211.78,1
14,3541,1,1,0,9,0,10,156.11,1
14,3523,1,1,0,9,0,10,106.69,1
14,353,5,1,0,6,0,6,204.31,1
14,2587,0,0,0,6,0,6,254.7,1
14,1051,4,1,0,6,0,6,91.85,1
14,853,4,1,0,6,0,6,117.14,1
14,3548,0,1,0,6,0,6,384.11,1
14,605,3,1,0,6,0,6,190.73,1
14,2886,4,0,0,22,0,12,39.41,1
14,2750,7,1,0,22,0,12,406.5,1
14,3388,2,1,0,20,0,13,45.32,1
14,3181,0,1,0,20,0,13,168.24,1
14,88,2,0,0,6,0,6,298.04,1
14,3388,2,1,0,6,0,6,402.29,1
14,3548,0,1,0,6,0,6,17.57,1
14,2392,0,0,0,6,0,6,226.55,1
14,3388,2,1,0,6,0,6,124.37,1
14,3523,1,1,0,6,0,6,268.72,1
14,2004,1,1,0,6,0,6,319.06,1
14,2599,2,1,0,6,0,6,586.21,1
14,2310,1,1,0,13,0,14,163.53,1
14,3049,5,1,0,13,0,14,217.52,1
15,3548,0,1,0,11,0,12,760.81,1
15,2920,2,0,0,11,0,12,147.4,1
15,408,2,1,0,20,0,13,136.18,1
15,604,1,1,0,20,0,13,34.9,1
15,755,0,1,0,13,0,14,276.69,1
15,3652,2,1,0,13,0,14,112.06,1
15,3388,2,1,0,9,0,10,129.36,1
15,2434,0,1,0,9,0,10,120.96,1
